,0,1
762,Gene,7388
763,Gene,775
764,Gene,776
765,Gene,778
766,Gene,779
767,Gene,801
768,Gene,805
769,Gene,808
770,Gene,810
771,Gene,823
772,Gene,824
773,Gene,836
774,Gene,840
775,Gene,841
776,Gene,842
777,Gene,84701
778,Gene,8772
779,Gene,8851
780,Gene,8883
781,Gene,9167
782,Gene,9377
783,Gene,9451
784,Gene,19818
785,Gene,10000
786,Gene,1019
787,Gene,1021
788,Gene,1029
789,Gene,11186
790,Gene,1869
791,Gene,1870
792,Gene,1871
793,Gene,1950
794,Gene,1956
795,Gene,2064
796,Gene,207
797,Gene,208
798,Gene,2272
799,Gene,2309
800,Gene,23533
801,Gene,2885
802,Gene,3265
803,Gene,369
804,Gene,3845
805,Gene,4893
806,Gene,5170
807,Gene,5290
808,Gene,5291
809,Gene,5293
810,Gene,5294
811,Gene,5295
812,Gene,5296
813,Gene,5335
814,Gene,5336
815,Gene,5578
816,Gene,5579
817,Gene,5582
818,Gene,5594
819,Gene,5595
820,Gene,5604
821,Gene,5605
822,Gene,572
823,Gene,5894
824,Gene,5915
825,Gene,5925
826,Gene,595
827,Gene,6256
828,Gene,6257
829,Gene,6258
830,Gene,6654
831,Gene,6655
832,Gene,673
833,Gene,6789
834,Gene,7039
835,Gene,7157
836,Gene,83593
837,Gene,842
838,Gene,8503
839,Gene,8232
840,Gene,100137049
841,Gene,10672
842,Gene,10842
843,Gene,123745
844,Gene,1392
845,Gene,1394
846,Gene,23236
847,Gene,26279
848,Gene,2767
849,Gene,2768
850,Gene,2770
851,Gene,2771
852,Gene,2773
853,Gene,2775
854,Gene,2776
855,Gene,2778
856,Gene,2781
857,Gene,2890
858,Gene,2891
859,Gene,2892
860,Gene,2895
861,Gene,2911
862,Gene,2915
863,Gene,2977
864,Gene,2982
865,Gene,2983
866,Gene,30814
867,Gene,3265
868,Gene,3479
869,Gene,3480
870,Gene,369
871,Gene,3708
872,Gene,3709
873,Gene,3710
874,Gene,3845
875,Gene,391013
876,Gene,4067
877,Gene,4842
878,Gene,4893
879,Gene,50487
880,Gene,5319
881,Gene,5320
882,Gene,5321
883,Gene,5322
884,Gene,5330
885,Gene,5331
886,Gene,5332
887,Gene,5515
888,Gene,5516
889,Gene,5518
890,Gene,5519
891,Gene,5578
892,Gene,5579
893,Gene,5582
894,Gene,5592
895,Gene,5593
896,Gene,5594
897,Gene,5595
898,Gene,5604
899,Gene,5605
900,Gene,5894
901,Gene,6261
902,Gene,64600
903,Gene,673
904,Gene,773
905,Gene,81579
906,Gene,8398
907,Gene,8399
908,Gene,84647
909,Gene,8681
910,Gene,16763
911,Gene,10000
912,Gene,10019
913,Gene,10603
914,Gene,10782
915,Gene,10818
916,Gene,10971
917,Gene,11108
918,Gene,11213
919,Gene,1398
920,Gene,1399
921,Gene,1432
922,Gene,1445
923,Gene,163688
924,Gene,207
925,Gene,208
926,Gene,2309
927,Gene,23533
928,Gene,25
929,Gene,2549
930,Gene,25759
931,Gene,25970
932,Gene,27018
933,Gene,27330
934,Gene,2885
935,Gene,2889
936,Gene,2932
937,Gene,3265
938,Gene,3551
939,Gene,356
940,Gene,3654
941,Gene,3656
942,Gene,3667
943,Gene,3725
944,Gene,3845
945,Gene,387
946,Gene,396
947,Gene,397
948,Gene,399694
949,Gene,4214
950,Gene,4215
951,Gene,4217
952,Gene,468
953,Gene,4790
954,Gene,4792
955,Gene,4793
956,Gene,4794
957,Gene,4803
958,Gene,4804
959,Gene,4893
960,Gene,4908
961,Gene,4909
962,Gene,4914
963,Gene,4915
964,Gene,4916
965,Gene,51135
966,Gene,5170
967,Gene,51806
968,Gene,5290
969,Gene,5291
970,Gene,5293
971,Gene,5294
972,Gene,5295
973,Gene,5296
974,Gene,5335
975,Gene,53358
976,Gene,5336
977,Gene,5580
978,Gene,5594
979,Gene,5595
980,Gene,5598
981,Gene,5599
982,Gene,5600
983,Gene,5601
984,Gene,5602
985,Gene,5603
986,Gene,5604
987,Gene,5605
988,Gene,5607
989,Gene,5609
990,Gene,5663
991,Gene,572
992,Gene,57498
993,Gene,5781
994,Gene,581
995,Gene,5879
996,Gene,5894
997,Gene,5906
998,Gene,5908
999,Gene,596
1000,Gene,5970
1001,Gene,6195
1002,Gene,6196
1003,Gene,6197
1004,Gene,627
1005,Gene,6272
1006,Gene,6300
1007,Gene,6464
1008,Gene,6654
1009,Gene,6655
1010,Gene,673
1011,Gene,7157
1012,Gene,7161
1013,Gene,7189
1014,Gene,7529
1015,Gene,7531
1016,Gene,7532
1017,Gene,7533
1018,Gene,7534
1019,Gene,801
1020,Gene,805
1021,Gene,808
1022,Gene,810
1023,Gene,814
1024,Gene,815
1025,Gene,816
1026,Gene,817
1027,Gene,818
1028,Gene,8471
1029,Gene,8503
1030,Gene,8660
1031,Gene,8767
1032,Gene,8986
1033,Gene,9252
1034,Gene,9261
1035,Gene,9500
1036,Gene,998
1037,Gene,9904
1038,Gene,10000
1039,Gene,10125
1040,Gene,1019
1041,Gene,10298
1042,Gene,10451
1043,Gene,10725
1044,Gene,10892
1045,Gene,11261
1046,Gene,1147
1047,Gene,1326
1048,Gene,1432
1049,Gene,1437
1050,Gene,1493
1051,Gene,1739
1052,Gene,207
1053,Gene,208
1054,Gene,2353
1055,Gene,23533
1056,Gene,23624
1057,Gene,2534
1058,Gene,27040
1059,Gene,2885
1060,Gene,2932
1061,Gene,29851
1062,Gene,3265
1063,Gene,3458
1064,Gene,3551
1065,Gene,3558
1066,Gene,3565
1067,Gene,3567
1068,Gene,3586
1069,Gene,3702
1070,Gene,3725
1071,Gene,3845
1072,Gene,387
1073,Gene,3932
1074,Gene,3937
1075,Gene,4690
1076,Gene,4772
1077,Gene,4773
1078,Gene,4775
1079,Gene,4776
1080,Gene,4790
1081,Gene,4792
1082,Gene,4793
1083,Gene,4794
1084,Gene,4893
1085,Gene,5058
1086,Gene,5062
1087,Gene,5063
1088,Gene,5133
1089,Gene,5170
1090,Gene,5290
1091,Gene,5291
1092,Gene,5293
1093,Gene,5294
1094,Gene,5295
1095,Gene,5296
1096,Gene,5335
1097,Gene,5530
1098,Gene,5532
1099,Gene,5533
1100,Gene,5534
1101,Gene,5535
1102,Gene,5588
1103,Gene,5594
1104,Gene,5595
1105,Gene,5600
1106,Gene,5601
1107,Gene,5603
1108,Gene,5604
1109,Gene,5605
1110,Gene,5609
1111,Gene,56924
1112,Gene,57144
1113,Gene,5777
1114,Gene,5788
1115,Gene,5894
1116,Gene,5970
1117,Gene,6300
1118,Gene,63928
1119,Gene,6654
1120,Gene,6655
1121,Gene,6885
1122,Gene,7006
1123,Gene,7124
1124,Gene,7409
1125,Gene,7410
1126,Gene,7535
1127,Gene,8440
1128,Gene,84433
1129,Gene,8503
1130,Gene,8517
1131,Gene,867
1132,Gene,868
1133,Gene,8915
1134,Gene,9020
1135,Gene,915
1136,Gene,916
1137,Gene,917
1138,Gene,919
1139,Gene,920
1140,Gene,925
1141,Gene,926
1142,Gene,940
1143,Gene,9402
1144,Gene,959
1145,Gene,998
1146,Gene,7946
1147,Gene,10683
1148,Gene,11317
1149,Gene,113878
1150,Gene,1387
1151,Gene,1487
1152,Gene,1488
1153,Gene,151636
1154,Gene,171558
1155,Gene,182
1156,Gene,1840
1157,Gene,1855
1158,Gene,1856
1159,Gene,1857
1160,Gene,196403
1161,Gene,2033
1162,Gene,22938
1163,Gene,23220
1164,Gene,23385
1165,Gene,2648
1166,Gene,28514
1167,Gene,3065
1168,Gene,3066
1169,Gene,3280
1170,Gene,3516
1171,Gene,3714
1172,Gene,388585
1173,Gene,3955
1174,Gene,4242
1175,Gene,4851
1176,Gene,4853
1177,Gene,4854
1178,Gene,4855
1179,Gene,51107
1180,Gene,54567
1181,Gene,55534
1182,Gene,55851
1183,Gene,5663
1184,Gene,5664
1185,Gene,5986
1186,Gene,6868
1187,Gene,84441
1188,Gene,8650
1189,Gene,8850
1190,Gene,9253
1191,Gene,9541
1192,Gene,9612
1193,Gene,9794
1194,Gene,2642
1195,Gene,1030
1196,Gene,10468
1197,Gene,10637
1198,Gene,130399
1199,Gene,1311
1200,Gene,1387
1201,Gene,151449
1202,Gene,1634
1203,Gene,1874
1204,Gene,1875
1205,Gene,2033
1206,Gene,268
1207,Gene,269
1208,Gene,3397
1209,Gene,3398
1210,Gene,3399
1211,Gene,3400
1212,Gene,3458
1213,Gene,353500
1214,Gene,3624
1215,Gene,3625
1216,Gene,3626
1217,Gene,387
1218,Gene,392255
1219,Gene,4052
1220,Gene,4086
1221,Gene,4087
1222,Gene,4088
1223,Gene,4089
1224,Gene,4090
1225,Gene,4091
1226,Gene,4092
1227,Gene,4093
1228,Gene,4609
1229,Gene,4838
1230,Gene,5308
1231,Gene,5515
1232,Gene,5516
1233,Gene,5518
1234,Gene,5519
1235,Gene,5594
1236,Gene,5595
1237,Gene,57154
1238,Gene,5933
1239,Gene,5934
1240,Gene,6093
1241,Gene,6198
1242,Gene,6199
1243,Gene,64750
1244,Gene,650
1245,Gene,6500
1246,Gene,652
1247,Gene,653
1248,Gene,654
1249,Gene,655
1250,Gene,656
1251,Gene,657
1252,Gene,658
1253,Gene,659
1254,Gene,6667
1255,Gene,7027
1256,Gene,7040
1257,Gene,7042
1258,Gene,7043
1259,Gene,7044
1260,Gene,7046
1261,Gene,7048
1262,Gene,7057
1263,Gene,7058
1264,Gene,7059
1265,Gene,7060
1266,Gene,7124
1267,Gene,728622
1268,Gene,8200
1269,Gene,83729
1270,Gene,8454
1271,Gene,8646
1272,Gene,90
1273,Gene,92
1274,Gene,9241
1275,Gene,93
1276,Gene,9372
1277,Gene,94
1278,Gene,9475
1279,Gene,9765
1280,Gene,9978
1281,Gene,12467
1282,Gene,10000
1283,Gene,1026
1284,Gene,1027
1285,Gene,10298
1286,Gene,10718
1287,Gene,1398
1288,Gene,1399
1289,Gene,145957
1290,Gene,1839
1291,Gene,1950
1292,Gene,1956
1293,Gene,1978
1294,Gene,2002
1295,Gene,2064
1296,Gene,2065
1297,Gene,2066
1298,Gene,2069
1299,Gene,207
1300,Gene,208
1301,Gene,23533
1302,Gene,23624
1303,Gene,2475
1304,Gene,25
